



"Microwave Link Report"
"Save Time:03/30/2025 23:25:36"
"User Name:admin"
"Data Source:NE"

"Total 554 Records"

"Link Name","Source Physical Location","Source NE Name","Source NE ID","Source Board","Source Port","Sink Physical Location","Sink NE Name","Sink NE ID","Sink Board","Sink Port","Level","Up and down Rate Ratio(TX:RX)","Source Protect Type","Sink Protect Type","Source Protection Group ID","Sink Protection Group ID","Source Protect Unit Type","Sink Protect Unit Type","Source Revertive Mode","Sink Revertive Mode","Source Protection Group Active Work Unit","Sink Protection Group Active Work Unit","Source XPIC Group ID","Sink XPIC Group ID","Source XPIC Group Capacity (Mbit/s)","Sink XPIC Group Capacity (Mbit/s)","Source XPIC Polarization Direction","Sink XPIC Polarization Direction","Source XPIC Adjoin NEID","Sink XPIC Adjoin NEID","Source XPIC Adjoin LinkID","Sink XPIC Adjoin LinkID","Source Frequency(GHz)","Sink Frequency(GHz)","Source ODU Frequency Range(MHz)","Sink ODU Frequency Range(MHz)","Source Equipment Information","Sink Equipment Information","Source Station Type","Sink Station Type","Source NE Frequency (MHz)","Sink NE Frequency (MHz)","Source NE Radio Work Mode","Sink NE Radio Work Mode","Source NE Preset Value of Transmit Power","Sink NE Preset Value of Transmit Power","Source NE Current Value of Transmit Power","Sink NE Current Value of Transmit Power","Source NE Preset Value of Receive Power","Sink NE Preset Value of Receive Power","Source NE Current Value of Receive Power","Sink NE Current Value of Receive Power","Source NE Max Value of Transmit Power of 24-Hour PM","Sink NE Max Value of Transmit Power of 24-Hour PM","Source NE Min Value of Transmit Power of 24-Hour PM","Sink NE Min Value of Transmit Power of 24-Hour PM","Source NE Max Value of Receive Power of 24-Hour PM","Sink NE Max Value of Receive Power of 24-Hour PM","Source NE Min Value of Receive Power of 24-Hour PM","Sink NE Min Value of Receive Power of 24-Hour PM","Source NE Guaranteed E1 Capacity","Sink NE Guaranteed E1 Capacity","Source NE Occupied E1 Capacity","Sink NE Occupied E1 Capacity","Source NE E1 Capacity Usage (%)","Sink NE E1 Capacity Usage (%)","Source NE Ethernet Capacity (Mbit/s)","Sink NE Ethernet Capacity (Mbit/s)","Source NE Max. Ethernet Throughput (kbps)","Sink NE Max. Ethernet Throughput (kbps)","Source NE Min. Ethernet Throughput (kbps)","Sink NE Min. Ethernet Throughput (kbps)","Source NE Average Ethernet Throughput (kbps)","Sink NE Average Ethernet Throughput (kbps)","Source NE ATPC Enable Status","Sink NE ATPC Enable Status","Source NE ATPC Upper Threshold","Sink NE ATPC Upper Threshold","Source NE ATPC Lower Threshold","Sink NE ATPC Lower Threshold","Source NE ATPC Automatic Threshold Enable Status","Sink NE ATPC Automatic Threshold Enable Status","Source NE ATPC Upper Automatic Threshold","Sink NE ATPC Upper Automatic Threshold","Source NE ATPC Lower Automatic Threshold","Sink NE ATPC Lower Automatic Threshold","Source NE AM Status","Sink NE AM Status","Source AM Full Capacity Modulation Format","Sink AM Full Capacity Modulation Format","Source AM Guaranteed Capacity Modulation Format","Sink AM Guaranteed Capacity Modulation Format","Highest-Order AM Scheme for Source NE","Highest-Order AM Scheme for Sink NE","Lowest-Order AM Scheme for Source NE","Lowest-Order AM Scheme for Sink NE","Link ID","Site Distance","Source PLA ID","Sink PLA ID","Source PLA Type","Sink PLA Type","Source PLA Port Type","Sink PLA Port Type"
l-2,,1249-RTN392249_YDU_SAGLIK_BILIMLERI,48-249,4-ISV3,1(RTNIF-1),,1606-RTN392509_GONYELI_TD,48-509,14-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22274.000,22610.000]","[23282.000,23618.000]",XMC-2,XMC-2,TX low,TX high,22316.000,23324.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",21.00,21.00,7.40,5.40,-10.00,-10.00,-40.00,-38.90,7.80,5.50,7.40,5.30,-39.50,-38.50,-40.50,-39.20,0,0,0,0,-,-,499.815,499.815,293201,141703,0,0,31516,5282,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,705,-,/,/,/,/,/,/
l-2,,1279-RTN392126_ULUKISLA,48-126,3-ISX2,1(RTNIF-1),,1527-RTN392375_SERDARLI,48-375,1-ISX2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23282.000,23618.000]","[22274.000,22610.000]",XMC-2,XMC-2,TX high,TX low,23548.000,22540.000,"1E1,56MHz,256QAM","1E1,56MHz,256QAM",15.00,15.00,14.90,14.90,-10.00,-10.00,-31.20,-32.10,15.00,15.00,14.90,14.90,-30.70,-31.70,-38.40,-32.80,1,1,0,0,0.00,0.00,360.016,360.016,299301,104010,0,0,37072,4986,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,706,-,/,/,/,/,/,/
l-4,,4766-RTN392127_ROYAL_PALACE_OTEL,48-127,4-ISV3,1(RTNIF-1),,1138-RTN392428_GONYELI_KILER,48-428,4-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22540.000,23548.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,17.90,18.90,-10.00,-10.00,-33.40,-34.50,/,19.10,/,17.70,/,-32.20,/,-35.60,0,0,0,0,-,-,499.815,499.815,211613,126459,610,0,46383,6200,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,708,-,/,/,/,/,/,/
l-2,,1289-RTN39275_SENMAR_MARKET,48-75,3-IFU2,1(RTNIF-1),,1651-RTN392313_TUZLUCA,48-313,4-IFU2,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19490.000]","[18180.000,18480.000]",HP,HP,TX high,TX low,19232.500,18222.500,"0E1,28MHz,256QAM","0E1,28MHz,256QAM",23.00,23.00,17.00,17.00,-10.00,-10.00,-35.80,-36.00,17.00,17.00,17.00,17.00,-34.90,-35.20,-43.00,-42.50,0,0,0,0,-,-,182.315,182.315,151214,71727,0,0,7134,1988,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,712,-,/,/,/,/,/,/
l-3,,1401-RTN392306_BOZTUNA,48-306,5-IFU2,1(RTNIF-1),,1511-RTN392210_ALI_EDIP,48-210,4-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37086.000,38346.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",14.00,14.00,14.10,14.00,-10.00,-10.00,-30.60,-32.70,14.10,14.10,14.00,14.00,-27.70,-30.60,-45.20,-47.50,0,0,0,0,-,-,362.243,362.243,255487,97035,0,1,46254,8555,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,256QAM,QPSK,QPSK,714,-,/,/,/,/,/,/
l-4,,1511-RTN392210_ALI_EDIP,48-210,5-IFU2,1(RTNIF-1),,1532-RTN392438_SERBEST_LIMAN_VIP2,48-438,9-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",HP,HP,TX high,TX low,38626.000,37366.000,"4E1,56MHz,256QAM","4E1,56MHz,256QAM",20.00,20.00,1.00,1.00,-10.00,-10.00,-38.10,-39.50,3.00,/,1.00,/,-37.10,/,-41.90,/,4,4,0,0,0.00,0.00,353.947,353.947,342263,185599,731,0,85245,14437,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,715,-,/,/,/,/,/,/
l-5,,1277-RTN392198_AFRODIT_SITESI,48-198,4-IFU2,1(RTNIF-1),,1315-RTN392431_DOGANCI_TD,48-431,11-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18180.000,18480.000]","[19190.000,19490.000]",HP,HP,TX low,TX high,18360.000,19370.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",23.00,23.00,13.00,9.00,-10.00,-10.00,-39.90,-38.30,13.00,/,13.00,/,-37.80,/,-42.00,/,0,0,0,0,-,-,362.243,362.243,176229,89071,3,0,21619,3933,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,716,-,/,/,/,/,/,/
l-1,,4755-RTN392511_MAGUSA_CARSI_SURICI,48-511,3-ISV3,1(RTNIF-1),,1532-RTN392438_SERBEST_LIMAN_VIP2,48-438,12-ISM6,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22386.000,23394.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,18.00,18.10,-10.00,-10.00,-43.00,-40.50,/,/,/,/,/,/,/,/,0,0,0,0,-,-,241.045,241.045,212918,162360,173,0,25783,5188,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,717,-,/,/,/,/,/,/
l-2,,1532-RTN392438_SERBEST_LIMAN_VIP2,48-438,14-ISM6,1(RTNIF-1),,1218-RTN392137_CANAKKALE,48-137,14-ISM6,1(RTNIF-1),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,3,912,912,V,V,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-3,XMC-3,TX low,TX high,18360.000,19370.000,"4E1,56MHz,2048QAM","4E1,56MHz,2048QAM",23.00,23.00,19.00,19.10,-10.00,-10.00,-29.00,-30.00,/,19.20,/,18.80,/,-29.70,/,-30.20,4,4,0,0,0.00,0.00,446.512,446.512,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,718,-,3,3,PLA,PLA,Master,Master
l-3,,1532-RTN392438_SERBEST_LIMAN_VIP2,48-438,14-ISM6,2(RTNIF-2),,1218-RTN392137_CANAKKALE,48-137,14-ISM6,2(RTNIF-2),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,3,912,912,H,H,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-3,XMC-3,TX low,TX high,18360.000,19370.000,"4E1,56MHz,2048QAM","4E1,56MHz,2048QAM",23.00,23.00,19.10,19.00,-10.00,-10.00,-29.70,-28.90,/,19.10,/,18.70,/,-28.70,/,-29.10,4,4,0,0,0.00,0.00,446.512,446.512,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,719,-,3,3,PLA,PLA,Slave,Slave
l-2,,4729-RTN392506_LAVINIUM SITESI,48-506,3-ISM8,1(RTNIF-1),,4673-RTN392429_DIKMEN_YOLU_KULE,48-429,7-ISM6,2(RTNIF-2),Hybrid(258Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22998.500,23338.000]","[21990.500,22330.000]",XMC-3,XMC-3,TX high,TX low,23254.000,22246.000,"0E1,28MHz,4096QAM","0E1,28MHz,4096QAM",21.00,21.00,19.10,19.00,-10.00,-10.00,-30.50,-31.40,19.20,19.20,18.70,18.70,-29.70,-30.80,-30.80,-32.10,0,0,0,0,-,-,257.206,257.206,261159,174675,0,0,27965,3464,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,4096QAM,4096QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,722,-,/,/,/,/,/,/
l-1,,4763-RTN39289_AYDOGAN_APT,48-89,4-ISM6,1(RTNIF-1),,1294-RTN392287_YASAM_2_APARTMANI,48-287,3-ISM8,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37100.000,38360.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",17.00,17.00,-0.60,-2.70,-10.00,-10.00,-39.10,-39.00,13.20,15.60,-4.90,-3.20,-25.70,-26.30,-64.40,-53.30,0,0,0,0,-,-,241.045,241.045,116646,245261,0,0,9479,55352,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,723,-,/,/,/,/,/,/
l-1,,6313-RTN392434_LAPTA_TD,48-434,4-ISV3,1(RTNIF-1),,1296-RTN392132_MERIT_IMPERIAL_OTEL,48-132,4-ISV3,1(RTNIF-1),Hybrid(422Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19710.000]","[18180.000,18700.000]",XMC-2,XMC-2,TX high,TX low,19260.000,18250.000,"0E1,56MHz,512QAMLight","0E1,56MHz,512QAMLight",23.00,23.00,18.90,18.90,-10.00,-10.00,-39.90,-40.50,/,19.00,/,18.90,/,-39.70,/,-43.70,0,0,0,0,-,-,421.416,421.416,110035,206813,0,0,934,3633,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,725,-,/,/,/,/,/,/
l-1,,4763-RTN39289_AYDOGAN_APT,48-89,4-ISM6,2(RTNIF-2),,4772-RTN392165_YASAM_6_APARTMANI,48-165,3-ISM8,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22358.000,23366.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",21.00,21.00,7.10,7.10,-10.00,-10.00,-39.60,-39.10,7.40,7.30,6.90,6.80,-39.20,-38.80,-40.00,-40.30,0,0,0,0,-,-,241.045,241.045,114081,236784,0,0,8360,49960,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,726,-,/,/,/,/,/,/
l-2,,6324-RTN39277_LEFKOSA_TD_VIP2,48-77,6-ISV3,1(RTNIF-1),,4774-RTN392146_MALIYE_BAKANLIGI,48-146,3-ISM8,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23366.000,22358.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,17.90,17.90,-10.00,-10.00,-31.20,-31.30,18.20,18.20,17.70,17.70,-30.60,-30.30,-34.40,-33.50,0,0,0,0,-,-,241.045,241.045,102868,230901,0,0,3511,20748,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,727,-,/,/,/,/,/,/
l-2,,6353-RTN392136_COLAK_APT,48-136,9-IFU2,1(RTNIF-1),,4773-RTN392133_ERAY_GARAJ,48-133,4-IFU2,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37156.000,38416.000,"0E1,28MHz,256QAM","0E1,28MHz,256QAM",13.00,13.00,0.00,0.00,-10.00,-10.00,-39.40,-39.70,0.00,0.00,0.00,0.00,-39.20,-39.20,-39.60,-40.00,0,0,0,0,-,-,182.315,182.315,139049,177895,0,406,5346,31325,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,728,-,/,/,/,/,/,/
l-1,,1295-RTN39268_METIN_OTEL,48-68,3-ISM8,1(RTNIF-1),,1141-RTN392390_CIKLOS,48-390,6-ISV3,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19710.000]","[18180.000,18700.000]",XMC-2,XMC-2,TX high,TX low,19232.500,18222.500,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,15.10,15.00,-10.00,-10.00,-39.00,-37.20,15.10,15.10,15.00,15.00,-38.10,-36.80,-40.30,-38.10,0,0,0,0,-,-,241.045,241.045,244478,161628,0,0,12060,2184,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,729,-,/,/,/,/,/,/
l-2,,1610-RTN392316_ZAFERBURNU,48-316,4-ISV3,1(RTNIF-1),,1608-RTN392372_DIPKARPAZ,48-372,6-ISV3,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,"[7484.000,7568.000]","[7729.000,7813.000]",XMC-2,XMC-2,TX low,TX high,7526.000,7771.000,"1E1,28MHz,256QAM","1E1,28MHz,256QAM",26.00,26.00,23.00,22.90,-10.00,-10.00,-37.90,-38.40,/,25.90,/,22.80,/,-35.90,/,-90.00,1,1,0,0,0.00,0.00,180.425,180.424,25298,74332,3,0,4100,570,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,1024QAMLight,2048QAM,QPSKStrong,QPSKStrong,730,-,/,/,/,/,/,/
l-3,,1680-RTN392210_ALTINKUM,48-211,3-ISV3,1(RTNIF-1),,1608-RTN392372_DIPKARPAZ,48-372,5-ISV3,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,"[7212.000,7268.000]","[7366.000,7422.000]",XMC-2,XMC-2,TX low,TX high,7226.000,7380.000,"0E1,28MHz,256QAM","0E1,28MHz,256QAM",26.50,26.00,23.00,22.90,-10.00,-10.00,-36.40,-38.20,23.00,23.00,22.80,22.80,-35.90,-37.40,-37.60,-45.30,0,0,0,0,-,-,182.507,182.507,170414,93963,0,0,1772,657,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,2048QAM,2048QAM,QPSKStrong,QPSKStrong,731,-,/,/,/,/,/,/
l-1,,1297-RTN392129_HILARYON_KOMANDO,48-129,1-IFU2,1(RTNIF-1),,1141-RTN392390_CIKLOS,48-390,5-IFU2,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19490.000]","[18180.000,18480.000]",HP,HP,TX high,TX low,19260.000,18250.000,"1E1,28MHz,256QAM","1E1,28MHz,256QAM",23.00,23.00,17.00,17.00,-10.00,-10.00,-33.50,-31.60,17.00,17.00,17.00,17.00,-32.70,-30.80,-34.00,-31.60,1,1,0,0,0.00,0.00,180.247,180.247,166362,87881,216,0,8054,1261,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,732,-,/,/,/,/,/,/
l-2,,1560-RTN39297_KIZILBAS,48-97,3-IFU2,1(RTNIF-1),,6353-RTN392136_COLAK_APT,48-136,14-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",HP,HP,TX high,TX low,38346.000,37086.000,"1E1,56MHz,256QAM","1E1,56MHz,256QAM",20.00,20.00,15.00,13.00,-10.00,-10.00,-39.50,-42.70,15.00,13.00,15.00,13.00,-38.70,-42.60,-42.60,-42.70,1,1,0,0,0.00,0.00,360.169,360.169,261193,109824,1595,0,65432,10272,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,256QAM,QPSK,QPSK,733,-,/,/,/,/,/,/
l-4,,6324-RTN39277_LEFKOSA_TD_VIP2,48-77,3-IFU2,1(RTNIF-1),,6353-RTN392136_COLAK_APT,48-136,10-IFU2,1(RTNIF-1),Hybrid(265Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",HP,HP,TX high,TX low,38794.000,37534.000,"2E1,56MHz,64QAM","2E1,56MHz,64QAM",20.00,20.00,17.00,17.00,-10.00,-10.00,-44.90,-44.10,17.00,17.00,17.00,17.00,-44.10,-44.00,-45.60,-44.10,2,2,0,0,0.00,0.00,260.177,260.177,511,291,11,0,33,27,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,64QAM,64QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,735,-,/,/,/,/,/,/
l-5,,4723-RTN392230_YENISEHIR_PGM,48-244,3-ISV3,1(RTNIF-1),,6353-RTN392136_COLAK_APT,48-136,11-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37254.000,38514.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",14.00,14.00,2.90,3.00,-10.00,-10.00,-39.50,-40.10,3.20,3.20,2.70,3.00,-38.90,-39.70,-40.20,-40.10,0,0,0,0,-,-,499.815,499.815,382425,152631,373,0,51280,7627,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,736,-,/,/,/,/,/,/
l-1,,4750-RTN392113_SONSAL_MUHASEBE_SMALLCELL,48-113,3-ISV3,1(RTNIF-1),,6324-RTN392121_LEFKOSA_TD_VIP2,48-121,3-ISV3,1(RTNIF-1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",HP,HP,TX low,TX high,37247.000,38507.500,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",20.00,20.00,15.00,15.00,-10.00,-10.00,-36.00,-37.60,/,15.00,/,15.00,/,-36.80,/,-38.40,0,0,0,0,-,-,88.203,88.203,/,89010,/,0,/,387,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,742,-,/,/,/,/,/,/
l-10,,1285-RTN392502_ROCKS_INDOOR,48-502,3-ISV3,1(RTNIF-1),,6303-RTN392444_GIRNE_TD_VIP2,48-444,5-ISV3,1(RTNIF-1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38451.000,37191.000,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",13.00,14.00,12.80,12.90,-10.00,-10.00,-40.10,-40.60,/,13.20,/,12.70,/,-39.00,/,-42.80,0,0,0,0,-,-,108.702,108.702,/,58806,/,0,/,271,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,743,-,/,/,/,/,/,/
l-11,,1652-RTN392108_KARPAZ_VALLEY,48-108,3-ISV3,1(RTNIF-1),,1620-RTN39222414_SIPAHI,48-228,6-ISV3,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14893.000,15358.000]","[14400.000,14942.000]",XMC-3W,XMC-3W,TX high,TX low,15299.000,14879.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,19.00,19.10,-10.00,-10.00,-36.30,-36.30,/,19.20,/,18.70,/,-34.60,/,-38.20,0,0,0,0,-,-,241.045,241.045,/,71723,/,0,/,432,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,744,-,/,/,/,/,/,/
l-12,,6333-RTN392194_SARAY,48-194,5-ISM6,1(RTNIF-1),,6324-RTN392223_LEFKOSA_TD_VIP2,48-223,7-ISM6,1(RTNIF-1),Hybrid(450Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22540.000,23548.000,"1E1,56MHz,1024QAM","1E1,56MHz,1024QAM",21.00,21.00,3.20,3.20,-10.00,-10.00,-40.90,-40.70,3.40,3.30,2.90,2.80,-40.60,-40.20,-41.70,-41.50,1,1,0,0,0.00,0.00,446.587,446.587,309666,55401,0,0,3975,748,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,745,-,/,/,/,/,/,/
